Text,Language,clean_text
"കിടക്ക അമ്മയ്‌ക്കായി തയ്യാറായി, എന്റെ സ്വപ്നം സാക്ഷാത്കരിക്കുമെന്ന് ഞാൻ പ്രതീക്ഷിക്കുന്നു, അടുത്ത ദിവസം നാർസിസയും അമ്മയും അവരുടെ പൂന്തോട്ടത്തിൽ ഒരു സുന്ദരിയായിരുന്നതിനാൽ നിങ്ങൾക്കറിയാം.",Malayalam,കിടക്കഅമ്മയ്‌ക്കായിതയ്യാറായിഎന്റെസ്വപ്നംസാക്ഷാത്കരിക്കുമെന്ന്ഞാൻപ്രതീക്ഷിക്കുന്നുഅടുത്തദിവസംനാർസിസയുംഅമ്മയുംഅവരുടെപൂന്തോട്ടത്തിൽഒരുസുന്ദരിയായിരുന്നതിനാൽനിങ്ങൾക്കറിയാം
"സ്വർണ്ണവണ്ടി അവരുടെ അടുത്തേക്ക് കയറി വന്നു, അത് രത്നങ്ങളിലും വജ്രങ്ങളിലും പതിച്ചിരുന്നു.",Malayalam,സ്വർണ്ണവണ്ടിഅവരുടെഅടുത്തേക്ക്കയറിവന്നുഅത്രത്നങ്ങളിലുംവജ്രങ്ങളിലുംപതിച്ചിരുന്നു
അത് നിർത്തിയപ്പോൾ അതിൽ നിന്ന് ഒരു സുന്ദരൻ പുറത്തുവന്ന് നാർസിസയെ നോക്കിയപ്പോൾ അവൾ എന്റെ സ്വപ്നം എത്ര സുന്ദരനാണെന്ന് പൂർണ്ണമായും പരിഭ്രാന്തരായി.,Malayalam,അത്നിർത്തിയപ്പോൾഅതിൽനിന്ന്ഒരുസുന്ദരൻപുറത്തുവന്ന്നാർസിസയെനോക്കിയപ്പോൾഅവൾഎന്റെസ്വപ്നംഎത്രസുന്ദരനാണെന്ന്പൂർണ്ണമായുംപരിഭ്രാന്തരായി
"ഹലോ, വിവാഹത്തിൽ നാർസിസസ് കൈ ചോദിക്കാൻ ഞാൻ ഇവിടെയെത്തി, പക്ഷേ അവളുടെ പേര് എങ്ങനെ അറിയാം, നിങ്ങൾ ആരാണ്.",Malayalam,ഹലോവിവാഹത്തിൽനാർസിസസ്കൈചോദിക്കാൻഞാൻഇവിടെയെത്തിപക്ഷേഅവളുടെപേര്എങ്ങനെഅറിയാംനിങ്ങൾആരാണ്
നിങ്ങളുടെ മകളുടെ പേരും സൗന്ദര്യവും ലോകമെമ്പാടും അറിയപ്പെടുന്ന ഭാഗ്യത്തിന്റെ മാലാഖയാണ് ഞാൻ.,Malayalam,നിങ്ങളുടെമകളുടെപേരുംസൗന്ദര്യവുംലോകമെമ്പാടുംഅറിയപ്പെടുന്നഭാഗ്യത്തിന്റെമാലാഖയാണ്ഞാൻ
"ഞാൻ നിങ്ങൾക്ക് ഒരു സമ്മാനം കൊണ്ടുവന്നിട്ടുണ്ട്, എന്നാൽ നിങ്ങൾക്ക് അവനോടൊപ്പം പോകാൻ കഴിയില്ലെന്ന് നിങ്ങൾക്കറിയില്ല.",Malayalam,ഞാൻനിങ്ങൾക്ക്ഒരുസമ്മാനംകൊണ്ടുവന്നിട്ടുണ്ട്എന്നാൽനിങ്ങൾക്ക്അവനോടൊപ്പംപോകാൻകഴിയില്ലെന്ന്നിങ്ങൾക്കറിയില്ല
"ഓ, അവൻ ധനികനും സുന്ദരനുമാണ്, എനിക്ക് നിങ്ങളുടെ ടെറൻസ് സ്വീകരിക്കാം.",Malayalam,ഓഅവൻധനികനുംസുന്ദരനുമാണ്എനിക്ക്നിങ്ങളുടെടെറൻസ്സ്വീകരിക്കാം
പെട്ടെന്നു ഒരു മാജിക് പോർട്ടൽ നൽകിയ അവർ രഥത്തിൽ സഞ്ചരിച്ചിരുന്ന പോലെ അവൾ രഥം കയറി ആ പോലും അവളുടെ അമ്മ വിട പറയാതെ കൂടെ ദൂതനോടും കയറി അവിടെ ഒരു കൊടുങ്കാറ്റ് പ്രദേശത്ത് സഞ്ചരിച്ചു രഥത്തിൽ ശക്തമായി ചുറ്റും ലാബിൽ ഒപ്പം നര്ചിഷ.,Malayalam,പെട്ടെന്നുഒരുമാജിക്പോർട്ടൽനൽകിയഅവർരഥത്തിൽസഞ്ചരിച്ചിരുന്നപോലെഅവൾരഥംകയറിആപോലുംഅവളുടെഅമ്മവിടപറയാതെകൂടെദൂതനോടുംകയറിഅവിടെഒരുകൊടുങ്കാറ്റ്പ്രദേശത്ത്സഞ്ചരിച്ചുരഥത്തിൽശക്തമായിചുറ്റുംലാബിൽഒപ്പംനര്ചിഷ
"വളരെ ഭയമായിരുന്നു വിഷമിക്കേണ്ട എന്റെ പ്രിയേ, ഇതെല്ലാം പറഞ്ഞുകഴിഞ്ഞാലുടൻ വണ്ടി മറ്റൊരു പോർട്ടലിലൂടെ പോയി ഡ്രൈവ്വേയിൽ എത്തി.",Malayalam,വളരെഭയമായിരുന്നുവിഷമിക്കേണ്ടഎന്റെപ്രിയേഇതെല്ലാംപറഞ്ഞുകഴിഞ്ഞാലുടൻവണ്ടിമറ്റൊരുപോർട്ടലിലൂടെപോയിഡ്രൈവ്വേയിൽഎത്തി
"വിശാലവും ഗംഭീരവുമായ ഒരു സ്വർണ്ണ കോട്ട നാർസിസ അവൾ കണ്ട എല്ലാ സൗന്ദര്യത്തെയും അതിശയിപ്പിച്ചു, എനിക്ക് ധാരാളം സമ്പത്ത് അർഹതയുണ്ടെന്ന് എനിക്കറിയാം, നിങ്ങൾക്കറിയാമെന്ന് നിങ്ങൾക്കറിയാമെന്ന് നിങ്ങൾക്കറിയാമെങ്കിൽ നിങ്ങൾ ആഗ്രഹിക്കുന്നതെന്തും നിങ്ങൾ ഇവിടെ കണ്ടെത്തും ഏറ്റവും മനോഹരമായ വസ്ത്രങ്ങൾ മുതൽ രുചികരമായ ഭക്ഷണങ്ങൾ എന്റെ കൊട്ടാരത്തിൽ ഭക്ഷണത്തെക്കുറിച്ച് നന്നായി സംസാരിക്കുന്നു, ആ സവാരിക്ക് ശേഷം എനിക്ക് ശരിക്കും വിശക്കുന്നു.",Malayalam,വിശാലവുംഗംഭീരവുമായഒരുസ്വർണ്ണകോട്ടനാർസിസഅവൾകണ്ടഎല്ലാസൗന്ദര്യത്തെയുംഅതിശയിപ്പിച്ചുഎനിക്ക്ധാരാളംസമ്പത്ത്അർഹതയുണ്ടെന്ന്എനിക്കറിയാംനിങ്ങൾക്കറിയാമെന്ന്നിങ്ങൾക്കറിയാമെന്ന്നിങ്ങൾക്കറിയാമെങ്കിൽനിങ്ങൾആഗ്രഹിക്കുന്നതെന്തുംനിങ്ങൾഇവിടെകണ്ടെത്തുംഏറ്റവുംമനോഹരമായവസ്ത്രങ്ങൾമുതൽരുചികരമായഭക്ഷണങ്ങൾഎന്റെകൊട്ടാരത്തിൽഭക്ഷണത്തെക്കുറിച്ച്നന്നായിസംസാരിക്കുന്നുആസവാരിക്ക്ശേഷംഎനിക്ക്ശരിക്കുംവിശക്കുന്നു
പട്ടിണി കിടക്കുന്ന എനിക്ക് തീർച്ചയായും ആ രുചികരമായ ഭക്ഷണം കഴിക്കാൻ കഴിയുമോ?,Malayalam,പട്ടിണികിടക്കുന്നഎനിക്ക്തീർച്ചയായുംആരുചികരമായഭക്ഷണംകഴിക്കാൻകഴിയുമോ
"മാംസം മണമുള്ള മെലിസ അവൾക്ക് നിങ്ങൾക്കാവശ്യമുള്ളതെന്തും ലഭിക്കും ഞാൻ നിങ്ങൾക്ക് കുറച്ച് ഭക്ഷണം തരാം, നന്ദി, അവർ ഡൈനിംഗ് റൂമിലേക്ക് പോയി, അവിടെ മേശപ്പുറത്ത് നാർസിസ ഇതുവരെ കണ്ടിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും ആശ്ചര്യകരമായ ഭക്ഷണമായിരുന്നു അത്, കാരണം ഇത് ജാം നിർമ്മിച്ചതാണ്.",Malayalam,മാംസംമണമുള്ളമെലിസഅവൾക്ക്നിങ്ങൾക്കാവശ്യമുള്ളതെന്തുംലഭിക്കുംഞാൻനിങ്ങൾക്ക്കുറച്ച്ഭക്ഷണംതരാംനന്ദിഅവർഡൈനിംഗ്റൂമിലേക്ക്പോയിഅവിടെമേശപ്പുറത്ത്നാർസിസഇതുവരെകണ്ടിട്ടുള്ളതിൽവച്ച്ഏറ്റവുംആശ്ചര്യകരമായഭക്ഷണമായിരുന്നുഅത്കാരണംഇത്ജാംനിർമ്മിച്ചതാണ്
"മാണിക്യത്തിന്റെ സലാഡുകളും അതിനു മുകളിലുള്ള റൊട്ടിയും സ്വർണ്ണ സ്വർണ്ണ റൊട്ടി കൊണ്ടാണ് നിർമ്മിച്ചിരിക്കുന്നത്, ഈ ജാം എത്ര മനോഹരമായി കാണപ്പെടും, ഒപ്പം അവൾ ഒരു കഷ്ണം എടുത്ത റൊട്ടിയുമായി മനോഹരമായി ആസ്വദിക്കും.",Malayalam,മാണിക്യത്തിന്റെസലാഡുകളുംഅതിനുമുകളിലുള്ളറൊട്ടിയുംസ്വർണ്ണസ്വർണ്ണറൊട്ടികൊണ്ടാണ്നിർമ്മിച്ചിരിക്കുന്നത്ഈജാംഎത്രമനോഹരമായികാണപ്പെടുംഒപ്പംഅവൾഒരുകഷ്ണംഎടുത്തറൊട്ടിയുമായിമനോഹരമായിആസ്വദിക്കും
"മാണിക്യ ജാം ഒരു വലിയ കടിയെടുത്തു ഇത് വളരെ ചൂടാണ്, എനിക്ക് ഇത് നന്നായി കഴിക്കാൻ കഴിയില്ല, ഇത് സ്വർണ്ണം കൊണ്ട് നിർമ്മിച്ച റൊട്ടിയും ഏറ്റവും മികച്ചതുമാണ്, പക്ഷേ നിങ്ങൾക്ക് ഇത് കഴിക്കാൻ കഴിയുന്നില്ലെങ്കിൽ ഞാൻ നിങ്ങൾക്ക് സിൽവർ ബ്രെഡ് സിൽവർ നൽകണം നിങ്ങൾ കഴിക്കുന്നു.",Malayalam,മാണിക്യജാംഒരുവലിയകടിയെടുത്തുഇത്വളരെചൂടാണ്എനിക്ക്ഇത്നന്നായികഴിക്കാൻകഴിയില്ലഇത്സ്വർണ്ണംകൊണ്ട്നിർമ്മിച്ചറൊട്ടിയുംഏറ്റവുംമികച്ചതുമാണ്പക്ഷേനിങ്ങൾക്ക്ഇത്കഴിക്കാൻകഴിയുന്നില്ലെങ്കിൽഞാൻനിങ്ങൾക്ക്സിൽവർബ്രെഡ്സിൽവർനൽകണംനിങ്ങൾകഴിക്കുന്നു
